HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.75,14496,22635,17799,8980,209.2,209.2,14102.98264,31.896,1328,3127,311,5013,1660,299,30.95,3.42E+13,14252.52475,6.06E+15,1298550.072
0.76,14148,21595,6516,5937,210.2,208,13775.2446,19.511,1240,2318,356,1948,1665.7,286,29.95,2.93E+14,149102.539,2.30E+16,4859157.274
0.69,14115,23603,15243,9607,194.533,189.2,14087.23644,32.458,1351,3139,310,1747.5,1648.5,296,30.75,3.33E+13,13205.63833,1.66E+16,3639700.294
0.55,15231,18465,13349,8833,210.36,202.582,14531.02764,30.146,1376,2326,276,2287,1660,305,30.1,2.51E+13,9416.213729,5.05E+16,10839107.24
0.58,14572,18494,15432,6473,210.36,206.074,13912.02432,36.229,1397,2327,282,2267,1672,290,31.1,6.09E+13,21855.18644,6.01E+15,1261814.415
0.52,14025,19613,11610,6220,210.36,207.027,13926.24336,28.396,1384,2329,287,1825,1645,290,31,1.17E+14,43249.4861,7.34E+15,1615676.393
0.5,14314,19633,10962,6710,210.36,210.36,14142.04684,30.383,1390,2330,276,2429,1635,293,29.35,1.53E+14,55572.17759,1.76E+16,3950762.25
0.5,13792,20353,7077,5823,209.04,206.29,13563.248,18.917,1324,3143,342,3901,1655,292,24.8,2.27E+14,95359.841,8.43E+16,18203874.31
0.68,13573,21219,11383,7000,209.04,204.04,13621.233,22.723,1367,3144,274,2780,1693,294,24.65,5.94E+13,22623.32561,6.78E+15,1367101.829
0.55,14466,21603,9301,7335,209.04,201.655,14236.962,25.833,1365,3146,300,4468,1702,297,29.8,9.37E+13,35866.85586,1.05E+16,2086114.274
0.64,14755,20653,10507,6204,217.783,198.129,13987.72488,28.604,1377,2335,281,1246,1676,287,31.1,2.27E+14,84655.55593,7.48E+15,1558308.77
0.64,14725,20328,12031,6248,220.2,205.467,14290.00676,31.979,1386,2336,281,1195,1688,295,30.3,4.80E+13,17609.85288,2.30E+16,4697433.363
0.68,14238,19994,12798,8535,209.04,209.04,14264.39016,35.234,1341,3150,309,1235,1670,292,31.25,9.70E+13,39282.26949,1.18E+16,2484743.889
0.68,15542,20587,13112,6314,220.2,201.9,14337.1508,26.447,1399,2337,295,1216,1665,295,30.4,1.26E+14,45135.59898,3.74E+16,7953789.937
0.58,14742,18533,12598,7059,210.2,205.914,14442.63956,34.298,1305,2338,330,6137,1689,296,29.6,8.70E+13,38209.05517,1.11E+16,2258382.051
0.62,14531,20018,14675,9262,195.415,189.04,14423.74988,29.917,1372,3151,270,1729.333,1646,296,29.4,8.15E+13,30834.60897,3.44E+16,7563795.602
0.62,15676,18588,13852,7147,210.2,205.7,14472.92444,35.563,1346,2339,322,2471,1620,297,30.95,7.22E+13,28922.65424,8.72E+15,2012399.89
0.64,14785,20592,14675,9194,193.638,191.343,14192.64192,29.125,1374,2341,298,2332,1658,290,30.2,7.48E+13,28188.92288,3.60E+16,7745424.285
0.67,13966,20013,15566,9337,193.359,189.04,14683.83964,28.872,1361,3154,281,1667.667,1637.7,303,29.4,8.58E+13,33235.24576,1.25E+16,2790264.092
0.76,15194,22757,11007,8383,190.2,190.2,14445.60836,25.787,1346,2342,310,2603.5,1621,298,31.2,2.30E+13,9200.868814,8.64E+15,1988410.506
0.74,14186,20336,13944,9328,191.104,189.04,14074.12476,27.447,1358,3155,288,2652,1624,293,30.6,1.12E+14,43771.27831,9.05E+15,2071339.68
0.8,15496,24234,12011,8702,199.2,199.2,14017.13544,31.021,1379,2343,310,6257.667,1663,294,29.85,1.23E+14,45801.97051,8.59E+15,1831143.893
0.5,14786,21140,1767,5831,209.112,190.32,14005.5748,25.083,1298,2348,366,1173,1669,292,30.5,6.59E+14,294010.6695,3.23E+17,68109996.86
0.48,15400,17489,8980,6268,209.32,205.32,13970.044,34.313,1351,2349,308,1658,1658,292,30.4,1.10E+14,43557.23136,8.32E+15,1792272.6
0.54,14049,17392,9041,5890,210.32,210.32,13895.37196,34.702,1329,2350,328,3597.5,1661,290,30,2.81E+13,11680.99475,7.99E+15,1711741.296
0.69,15713,20012,13756,9657,207.04,192.707,14327.1272,23.188,1388,3160,268,2536,1658.9,299,29.9,2.60E+13,9501.217458,1.07E+16,2299711.29
0.73,15392,22172,11508,9748,190.49,189.32,13966.04152,30.17,1376,2354,295,2753.5,1625,292,30.1,5.38E+13,20180.37966,2.47E+16,5649627.393
0.71,14396,20712,13964,8694,210.32,207.243,14281.97456,25.83,1392,2355,271,2933,1651,293,32.1,1.88E+14,68045.90517,2.26E+16,4932708.942
0.71,14821,20618,13142,8300,209.187,206.27,14017.72208,26.542,1379,2356,313,6896.333,1641.5,290,29.15,1.01E+14,37723.20067,1.80E+16,3988025.283
0.78,14760,20154,16355,8320,190.27,190.27,14656.3071,34.63,1405,2358,255,3233.5,1656,304,31.15,2.10E+14,74023.48373,1.53E+16,3306075.96
0.68,14478,19503,13463,9496,208.765,199.14,14302.40572,25.813,1366,3165,268,3470,1648,296,29.65,1.88E+14,71917.48373,9.70E+15,2122152.296
0.6,14626,20255,13481,9501,209.32,201.705,14468.45784,36.553,1417,2360,255,6231.75,1679,301,29.4,3.71E+14,127231.2597,1.08E+16,2236629.861
0.78,14777,20650,14759,6650,212.348,194.64,14297.28502,35.833,1371,3168,291,1882.5,1640,295,31.65,2.33E+14,88360.844,1.07E+16,2384501.836
0.73,14482,23019,16801,7375,210.32,203.487,14353.53616,31.574,1402,2363,274,2082,1674,296,31.1,2.74E+14,97266.76828,9.21E+15,1924728.6
0.58,14596,17653,14457,6623,211.64,193.063,14489.74234,37.083,1391,3169,255,1778,1670,300,30.85,1.16E+14,42127.58897,6.53E+15,1375278.998
0.68,15131,22013,17046,7536,210.32,200.967,14516.0358,32.532,1386,2364,293,2061,1633,300,31.1,9.96E+13,36545.63492,9.70E+15,2183220.962
0.5,15314,17671,14658,6615,214.828,192.611,15015.76552,34.813,1369,3170,288,1721,1672,305,31.2,2.81E+13,10698.44068,1.31E+16,2755243.415
0.49,14752,17654,12515,6595,210.544,195.783,14299.99986,39.404,1369,3171,271,1556,1658,293,30.05,1.65E+14,62842.92207,5.55E+15,1193226.539
0.48,14701,17626,15051,6631,214.473,192.069,14402.42352,41.021,1423,3172,257,1671,1672,296,31.2,2.67E+14,90451.86271,5.62E+15,1179221.599
0.39,15489,19479,9176,6311,209.27,201.437,14650.53206,28.114,1329,2365,326,1777,1644,300,31.85,9.05E+13,37629.44644,5.41E+16,11940928.9
0.5,14944,18630,9070,8906,208.807,189.873,14340.51056,32.458,1364,3175,286,2545.667,1629,295,30.4,1.90E+14,73287.18305,5.31E+16,12039846
0.5,15740,16765,11910,7011,209.27,205.87,14552.75656,32.563,1356,2369,336,8802.5,1636,300,30.4,1.69E+14,66224.71186,2.04E+16,4562775.674
0.66,15252,18011,11834,8024,210.27,201.505,14334.34508,33.604,1355,2370,310,1300,1670,294,29.65,1.85E+14,72815.09661,2.03E+16,4272676.635
0.49,15100,18314,13562,8104,209.14,209.14,14428.16288,28.702,1395,3177,256,2065.333,1654,298,29.5,2.35E+14,84562.47254,1.49E+16,3240203.178
0.51,16509,17046,16001,7177,209.27,201.193,14891.20492,30.936,1355,2371,301,1326,1663,304,31.35,1.35E+14,52952.41356,1.46E+16,3124392.988
0.57,14312,17586,11944,7575,210.35,208.714,14251.73472,26.854,1366,2372,265,3384.333,1677,300,29.6,4.63E+14,177485.6107,3.91E+16,8142527.483
0.75,15654,21653,14061,8874,204.953,188.91,14017.22476,35.532,1370,3178,287,8219,1663,295,28.5,1.59E+14,60243.09,3.29E+16,7020957.364
0.57,15677,19629,14572,8792,208.91,207.436,14569.30832,28.458,1364,3180,293,7420.25,1632,309,29.45,4.85E+13,18649.52833,9.24E+15,2084991.848
0.69,13790,19652,12020,7640,208.91,205.91,13762.8874,26.875,1372,3181,248,2710,1669,295,30.5,1.59E+14,60339.47034,9.51E+16,20083983.36
0.77,14826,22430,14484,7788,208.91,206.767,13460.99166,28.729,1365,3182,262,3402.75,1620,290,30.45,1.70E+14,65265.67672,1.68E+16,3867132.084
0.84,14555,22486,10898,6637,210.27,201.655,13505.5308,31.851,1384,2378,289,3620,1665,290,31.05,1.50E+14,55360.2639,4.62E+16,9801863.562
0.78,15136,22513,17932,7527,209.484,204.263,13966.70382,39.085,1381,3184,273,2576.5,1655,300,29.85,2.55E+14,94346.07119,5.64E+15,1219224.594
0.8,14689,20292,17787,6466,188.91,188.91,13882.97732,36.787,1376,3186,300,3257.667,1644,300,29.7,1.94E+14,72662.5922,5.64E+15,1245887.512
0.61,15601,20344,6583,9618,208.91,208.963,13918.28072,22.438,1315,3188,345,2096,1657,300,31.3,7.77E+13,33421.78517,1.33E+17,28748114.21
0.75,15333,22641,10054,8178,208.91,208.91,14023.98136,26.771,1345,3190,313,2726.333,1645,302,31.3,9.49E+13,38140.49034,7.90E+15,1742962.104
0.78,14291,20682,14017,8775,208.91,208.91,13950.846,39.333,1370,3189,283,2930.75,1625,300,31.05,3.06E+14,116632.6866,1.20E+16,2744329.928
0.68,15527,19643,13266,9385,206.016,198.857,14469.05912,29.468,1322,3190,289,2998.5,1620,304,30.35,1.19E+14,50412.62379,9.75E+15,2252093.848
0.8,14312,22698,10483,8504,205.713,206.4,14185.96292,26.104,1398,2383,241,6764.333,1601,295,32.1,1.15E+14,41058.94138,1.13E+16,2714333.123
0.86,14967,21659,14287,8703,205.867,200.217,14418.59496,29.042,1364,3191,298,3189,1629,305,29.9,1.11E+14,42702.76881,1.04E+16,2358703.519
0.82,15280,21709,14287,8703,208.95,190.656,14060.98924,20.083,1343,3192,334,2136.333,1673,297,28.7,1.85E+14,74858.385,1.18E+16,2481554.881
0.87,15349,21703,16354,8651,208.95,191.228,14015.323,26.468,1365,3193,295,2218.667,1669,297,30.85,3.19E+14,122861.5095,9.34E+15,1974468.123
0.51,14975,18366,15687,8586,208.95,189.817,14252.69356,40.104,1402,3194,257,1956,1655,303,29,1.27E+14,45284.987,1.01E+16,2180805.044
0.71,15263,19045,13898,7602,202.408,196.597,13969.53344,39.521,1355,3197,306,3115,1680,296,30.05,1.08E+14,42312.16271,7.01E+16,14486829.32
0.72,14458,19139,11007,7911,206.4,197.631,14230.56424,27.745,1341,2390,307,3158,1615,300,30.6,1.55E+14,62799.55525,8.71E+15,2026920.737
0.88,15336,24513,16000,7152,210.4,207.067,14427.498,26.875,1390,2393,296,8374,1638,302,29.45,7.09E+13,25797.30383,7.55E+15,1684044.524
0.81,14997,21848,17092,6701,209.4,209.4,14220.57448,29.745,1365,2396,303,5320.75,1628,300,30.45,1.22E+14,46718.07712,1.28E+16,2909570.65
0.73,15191,21071,17726,7145,208.85,198.379,14520.6306,34.521,1346,3202,309,2216,1670,306,30.2,4.92E+13,19737.03305,1.92E+16,4052997.438
0.7,14231,19390,15512,6839,210.4,203.817,14158.60412,37.872,1372,2397,292,1450,1635,300,31.05,2.13E+14,80471.02373,4.54E+16,10201102.19
0.7,15187,20075,15783,6302,210.47,199.823,14655.08892,31.688,1372,2399,285,1302,1637,307,29.68,1.42E+13,5361.64,1.88E+16,4208505.255
0.66,14225,18483,14267,6296,205.066,203.834,14257.10556,35.404,1354,2400,276,1314,1660,300,30.7,7.73E+13,30392.00172,5.64E+15,1209509.821
0.8,14723,23622,16140,7423,203.903,197.713,14499.47732,28.688,1372,2401,282,2550.5,1631,305,30,3.54E+13,13373.39831,2.14E+16,4817849.389
0.79,16243,22667,14377,8896,199.758,184.112,14092.75872,23.542,1334,2402,343,3554,1646,295,31.2,4.43E+13,18186.16655,2.10E+16,4611424.893
0.85,15778,23439,14119,9442,200.57,178.37,14299.312,34.167,1267,2406,353,1565,1693,296,32.1,2.06E+13,9871.83322,1.24E+17,25006063.73
1.02,14304,22166,12821,7753,193.16,192.933,13918.23648,29.604,1339,2410,308,2433.5,1704,293,29.2,1.25E+14,50959.33017,6.65E+15,1319396.167
0.78,14111,19765,15866,7880,200.66,195.66,14104.88592,29.66,1380,2415,283,6994.667,1637,298,30.15,6.53E+13,24281.93593,9.62E+15,2151810.391
0.73,14982,21362,16739,9301,208.96,200.898,13848.27716,22.688,1390,3215,259,2077.667,1685,295,29.4,6.35E+13,23097.95862,8.61E+15,1766482.716
0.78,15286,22986,19033,9872,205.002,191.96,13729.65732,34.042,1335,3216,301,3094,1690,292,30.15,8.26E+13,33802.17674,1.01E+17,20438935.06
0.88,14742,24625,14159,7750,211,200.946,14138.53964,29.809,1359,2417,275,1071,1624,301,30.3,8.53E+13,33063.99153,1.14E+17,25958362.65
0.81,14864,24243,17268,9958,197.066,188.96,13588.26544,33.617,1377,3218,287,3424.667,1632,290,30.8,7.55E+13,28151.75288,1.09E+16,2441704.096
0.9,15558,24431,17408,8149,213.149,201.31,14159.55654,26.936,1385,2418,284,1874.5,1644,303,30.05,1.84E+13,6742.533898,8.48E+15,1865040.618
0.77,14727,23769,12346,8866,200.48,200.48,13964.83652,33.277,1321,2424,316,4897.5,1623,298,30.2,1.83E+13,7724.462034,1.57E+16,3592474.255
0.64,16122,18887,13416,8939,215.085,213.458,14155.14948,22.787,1360,3226,305,8115.6,1631,302,30.3,1.71E+14,66734.95,2.78E+16,6299003.03
0.68,14957,20917,13696,8552,200.48,200.48,13782.91764,29.896,1338,2425,335,2634.5,1641,295,29.65,3.85E+13,15687.07932,1.80E+16,3990679.634
0.6,15580,19004,17970,8000,210.833,202.316,14126.914,34.333,1357,3230,306,2562.667,1642,300,30.7,2.71E+13,10617.69627,2.15E+16,4765152.232
0.58,14427,19000,17272,7503,207.149,201,13973.208,34.872,1362,3231,279,2145,1643,295,29.65,1.24E+14,47853.49655,6.88E+15,1519956.979
0.68,15646,21695,16972,8650,209,206.45,14317.74704,29.065,1359,3232,306,3275.5,1608,305,29.6,5.46E+13,21200.66807,1.05E+16,2481808.949
0.66,15197,20625,15025,8237,201.203,190.258,14150.20644,31.064,1372,2429,274,1776.5,1606,300,30.25,1.35E+14,50832.904,2.31E+16,5464594.532
0.71,15395,21724,18352,8256,207.522,194.944,14052.44338,32.087,1398,3233,271,3213.5,1663,300,29.65,9.93E+13,35456.408,1.89E+16,4023988.593
0.61,14893,18486,14074,8229,206.714,192.543,13840.5398,29.936,1375,2430,302,1669.5,1651,294,29.7,1.07E+14,40193.91724,8.95E+15,1947363.683
0.55,14492,16446,15006,6646,202.548,189.397,14189.85284,40.659,1367,2431,315,989,1660,300,30.5,1.36E+14,51902.68068,7.74E+15,1655962.353
0.78,15661,21079,12012,9485,180.48,180.48,14119.48216,26.745,1374,2436,306,3149,1662,295,39,4.53E+14,170347.859,4.36E+16,9315651.846
0.62,15531,19767,10749,8500,200.979,205.4,14180.16092,36.681,1371,3239,249,3342,1600,296,40.1,3.31E+14,125451.9784,8.08E+16,19324397.88
0.64,13968,23381,12589,7800,200.48,198.48,13955.23492,33.851,1375,2438,235,4089.667,1620,293,37.5,1.91E+14,71642.03448,4.17E+16,9622803.859
0.83,15002,22253,12365,8181,200.48,197.889,14043.1388,26.085,1332,2442,362,2351.333,1638,296,33.8,1.23E+14,50725.81932,1.55E+16,3461215.953
0.96,14586,21171,13014,8653,204.182,194.897,13985.2868,31.106,1352,2444,309,2472.5,1686,296,35.55,3.58E+14,141246.6014,7.26E+15,1485418.527
0.9,15085,23035,15131,9586,201.991,194.293,14132.23342,30.106,1362,2445,325,3347.5,1663,300,34.65,1.96E+14,75776.199,1.08E+16,2307803.609
0.76,14845,22684,9986,6424,208.036,189.1,14023.04964,30.447,1319,3251,340,1409.5,1643,295,29.1,1.48E+14,62906.12397,8.84E+15,1950970.165
0.7,15731,20639,11414,9399,208.1,201.29,14427.84752,34.596,1312,3252,332,1500.5,1662,305,30,1.24E+14,53643.60305,8.31E+15,1771425.51
0.52,14722,16649,12137,8493,209.1,199.171,14043.18024,30.771,1320,3255,328,1033,1660,298,30.4,1.00E+14,42515.52763,3.51E+16,7523411.894
0.58,14387,16654,14013,8412,209.2,194.256,14710.62304,28.417,1330,3256,340,904,1656,310,30.9,7.51E+13,31182.51661,8.32E+15,1797061.1
0.57,14810,17213,10080,6868,200.7,200.7,14147.64136,26.761,1299,2457,351,2575.5,1703,295,30,1.99E+13,8888.135345,7.86E+15,1563079.744
0.92,14744,24831,10670,8057,205.575,200.833,14287.82948,25.604,1318,2460,331,2631,1671,302,30.6,9.66E+13,41200.33103,3.51E+16,7378695.632
0.8,14781,22960,13423,7888,209.15,205.221,14153.93024,29.957,1355,3260,320,2648,1657,299,29.2,7.08E+13,27817.94542,8.78E+15,1894762.706
0.85,15258,22535,12335,8001,200.7,200.144,14264.0957,26.319,1351,2461,315,1925.5,1623,301,28.35,3.33E+12,1320.664068,3.87E+16,8893612.94
0.84,14353,22950,8006,8743,198.607,189.15,12941.818,24.348,1280,3261,358,2874.333,1670,287,30.2,3.22E+14,149945.8576,2.59E+16,5450973.51
0.96,15080,24349,14009,8470,193.128,193.463,13781.0076,24.152,1355,3262,313,2247.5,1663,305,30.7,1.01E+13,3971.351695,2.51E+16,5349632.173
0.88,14530,22010,15714,7873,206.64,206.64,13754.26384,25.729,1345,2463,320,1121,1676,296,29.8,1.64E+13,6564.535593,2.72E+16,5669633.452
0.77,15630,21687,17046,7506,204.182,204.44,13721.18676,25.729,1330,2464,334,2562,1664,305,30.3,3.13E+13,12972.24576,3.02E+16,6432902.133
0.57,15928,19906,11361,8541,190.618,189.15,14424.70054,30.766,1345,3264,311,2402,1640,321,30.35,6.55E+12,2623.550345,5.89E+16,13093565.89
0.57,14213,19846,11011,7397,203.14,206.64,13294.394,25.25,1309,2466,342,1109,1620,295,30.15,2.64E+13,11476.8915,2.26E+16,5210939.915
0.63,14374,20076,4838,6244,200.64,201.926,12817.02898,20.34,1275,2468,382,1074,1683,290,30.75,4.76E+13,22362.51356,1.10E+16,2267012.974
0.86,17150,23942,11397,8699,193.501,194.755,14888.42596,20.851,1314,3273,362,2116.5,1643,312,30.95,2.68E+13,11544.615,2.08E+16,4599100.328
1.18,15076,24412,18079,6544,220.326,216.88,14693.16308,26.313,1358,2475,345,3355.5,1662,306,30.5,3.40E+12,1325.693051,1.17E+16,2507662.477
0.84,14962,23664,8192,8056,205.917,204.083,13635.63354,24.333,1326,3275,323,2673.5,1689,285,32.05,5.87E+13,24554.79492,1.33E+17,26975318.88
0.83,14493,23501,15947,8200,344.052,186.058,14221.9898,49.54,1328,3279,320,1920,1633,296,30.25,2.77E+14,115638.9429,1.17E+16,2625741.782
0.82,14738,22483,16066,7407,190,187.615,14131.00604,52.4,1367,3281,257,1877,1640,297,30.8,1.50E+14,57486.56881,6.49E+15,1445101.458
0.65,14872,19310,14009,6456,197.943,185.078,14723.05964,27.766,1375,2481,297,1534,1675,307,29.3,3.93E+13,14795.30724,1.44E+17,30128308.2
0.72,14747,21418,15009,6489,201.723,185.676,14440.4672,30.729,1383,2482,295,1163,1652,300,31.5,6.59E+13,24354.64373,8.07E+15,1757250.286
0.72,14653,21675,16010,6456,203.46,190.39,14523.01028,31.372,1360,2483,283,1785,1690,306,30.75,4.11E+13,15959.12483,1.49E+16,3033410.483
0.9,14805,22660,14996,7856,193.752,189.23,13969.72508,28.652,1405,2495,285,2505.5,1648,299,29.35,8.18E+13,28865.298,1.30E+16,2851685.526
0.54,14447,18797,9307,6905,195.586,189.23,13824.26396,27.8,1330,2496,324,3073.5,1670,297,30.35,1.25E+13,5194.596552,1.51E+16,3180032.979
0.54,14862,19390,9091,7007,196.534,193.587,13974.5926,26.891,1360,2497,317,3915.5,1665,300,31.3,1.85E+14,71682.27254,2.51E+16,5338571.821
0.65,14567,21626,10494,7982,196.339,192.897,13633.60312,27.022,1335,2498,328,2388,1658,293,30.8,9.85E+13,40386.05915,1.14E+16,2448869.149
1.08,14262,24250,8063,7400,200.036,197.1,13472.008,30.83,1257,3301,359,2374,1668,298,19.8,2.00E+13,9778.23322,1.29E+17,27306926.45
0.75,14755,21709,9972,8948,210.948,199.1,13385.157,30.087,1357,3302,313,3663,1685,296,18.5,9.83E+13,38430.83,2.37E+16,4861383.124
0.92,14436,24615,15010,6523,209.5,185.913,14238.16652,26.574,1344,2508,291,1601.5,1677,305,30.45,3.82E+14,153438.063,2.62E+16,5458158.015
1.2,15582,27573,12993,5762,201.08,194.541,14075.5774,26.875,1284,2509,376,3193.5,1676,302,31.1,1.93E+14,89018.4161,3.08E+17,64162751.1
1.2,17162,26970,15909,7543,212.525,208.2,14549.41676,22.563,1305,3305,338,1926.5,1646,311,29.7,5.80E+12,2549.231034,2.16E+17,47525411.35
1.02,14460,24080,18842,9254,196.838,196.9,14288.56124,30.125,1332,3306,333,1921.5,1710,302,31.6,6.61E+13,27342.69517,1.91E+16,3747597.763
1.18,15544,27610,17525,6480,210.909,194.732,14259.4324,30.468,1398,2514,266,1630,1637,300,29.3,8.02E+13,28603.66976,4.49E+16,10012635.72
0.85,15094,25566,15194,6483,214.664,200.36,14181.77,29.319,1367,2515,290,1363,1655,310,20.2,9.27E+13,35405.31998,1.01E+16,2191682.556
1,14998,25619,14587,6432,208.962,198.385,14253.984,28.191,1349,2516,328,1639,1692,310,21.2,2.02E+14,80373.68414,1.09E+17,22011133.45
0.95,16240,26221,17824,7137,209.26,203.635,14314.19288,28.125,1351,2517,317,2009,1678,302,30.65,1.13E+14,44828.06068,9.73E+15,2019131.176
0.87,16407,22638,13552,9631,198.363,190.03,14764.30504,34.604,1362,3313,314,2106.333,1681,310,30.3,1.25E+14,48164.69076,4.81E+16,9923361.041
0.82,15419,22656,14473,7671,201.461,198.78,14395.603,27.34,1363,3314,306,2475.25,1680,303,31.25,3.56E+14,136194.8766,2.20E+16,4516863.197
0.81,14404,23914,14840,7826,203.78,198.78,13939.9972,30.271,1358,3317,302,2800.333,1693,291,29.9,1.60E+14,61870.095,8.84E+16,17766442.04
0.73,14675,21900,14339,7879,193.413,196.78,14281.298,47.204,1377,3318,293,2230.333,1674,297,32.8,1.58E+14,59147.29586,3.36E+16,7013309.911
0.84,14406,23000,15474,7798,203.197,198.78,14199.9142,39.542,1368,3319,301,2320,1675,297,29.7,1.02E+14,38642.09,6.50E+15,1353684.129
1.06,15626,25883,15671,9674,205.181,190.119,13871.175,30.532,1387,2523,250,2238.333,1624,300,26.5,2.59E+13,9446.808966,2.83E+16,6454017.13
0.9,15209,24162,16064,7507,193.224,189.33,13996.79412,33.213,1394,2524,252,2236.667,1648,293,29.35,2.45E+14,88502.14915,1.22E+16,2682577.355
0.79,17152,23341,18918,6775,210.17,200.503,14421.04884,32.723,1302,2527,374,1009,1643,302,30.75,1.72E+13,7623.467797,2.21E+16,4877929.023
0.85,15494,24609,12672,8957,204.252,196.15,14443.77794,27.673,1310,3325,326,1431,1636,302,31.35,1.21E+14,52444.06593,7.48E+15,1675134.234
0.85,15792,23570,14023,8050,197.26,190.26,14520.46468,32.696,1312,2528,351,2120,1645,305,29.9,6.22E+13,26903.59475,7.97E+16,17576727.33
0.85,15978,24680,14206,7867,204.252,192.715,14636.40452,28.714,1332,3326,313,903,1650,305,30.9,3.15E+13,13012.9678,1.86E+16,4058700.987
0.86,15607,24713,15997,7860,204.17,196.6,14696.86168,26.408,1339,3327,341,1305,1682,307,31.55,1.54E+14,62799.32746,7.80E+15,1609587.18
0.79,14516,22337,14070,7670,204.213,199.15,14026.8587,25.479,1317,3329,327,3008,1651,290,29.55,9.63E+13,41135.45763,5.39E+16,11756799.16
0.78,16514,19081,12174,6885,208.381,189.36,14514.44464,31.792,1354,2530,323,8099.5,1639,300,30.7,1.48E+14,58189.25424,1.86E+16,4134181.172
0.74,14101,23420,16528,7664,196.619,189.15,14404.39788,30.163,1380,3330,278,2579,1645,298,30.55,4.71E+13,17507.98797,1.80E+16,3966940.564
0.88,15412,22936,13575,7148,201.511,200.66,14490.0758,29.489,1344,2533,295,6609,1654,300,26,2.38E+14,95619.76763,5.32E+16,11513189.38
0.97,15417,27141,13020,6440,201.207,200.462,15044.49964,31.149,1362,2538,296,1772.5,1649,307,31.9,6.88E+12,2661.900339,7.34E+16,16055202.67
0.93,14371,24987,15908,7827,204.248,195.987,14671.96752,35.152,1353,2540,302,1878,1615,302,30.7,1.84E+14,72742.62069,2.87E+16,6688931.946
0.88,14986,25774,14956,9433,184.644,179.048,14128.55934,37.128,1411,3342,296,2432,1664,291,31.35,1.43E+14,49727.22712,3.14E+15,668369.8144
0.75,15321,23139,15267,8543,195.652,197.048,14463.78828,27.646,1306,3346,333,1873.5,1651,300,30.7,4.65E+13,20344.58847,1.86E+17,40508872.76
0.8,14642,23656,15104,9255,197.579,189.048,14105.161,30.286,1328,3347,318,2541.333,1647,290,29.5,1.24E+14,51853.20667,9.97E+15,2188169.858
0.81,15266,25545,15500,6426,208.176,184.912,14703.71032,35.458,1359,2544,328,1643,1657,306,30.2,2.15E+14,83664.17379,3.94E+16,8488505.125
0.9,14904,25552,16805,6401,201.499,181.453,14109.68612,34.896,1364,2545,289,1558.5,1658,296,31,3.39E+14,130630.6281,7.95E+15,1711523.876
0.96,14529,23648,15946,8561,194.856,194.675,14388.49252,39.776,1379,3348,245,2114,1631,300,30.65,7.23E+13,26959.31186,8.18E+16,18501350.93
0.95,14874,24907,16322,9166,197.611,189.06,14368.65144,24.653,1365,3349,315,2645,1645,300,30.9,1.87E+14,72025.63932,7.21E+15,1588886.097
0.75,15454,21932,13171,8571,194.091,189.048,14481.00672,35.191,1369,3354,288,2048,1622,300,31.3,2.39E+14,91010.53133,5.23E+15,1202594.452
0.71,15380,21879,13170,9797,197.261,189.048,14596.02936,29.745,1358,3355,314,2794.333,1652,305,30.9,2.52E+14,98228.57831,9.33E+15,2031092.456
0.77,14627,23768,12335,6075,185.752,185.423,14269.41984,42.304,1370,2548,290,5314.5,1655,298,30.2,7.05E+13,26790.1069,6.43E+16,13920815.17
0.85,15542,25215,15942,9866,197.835,189.048,14469.93776,34.596,1389,3356,254,2877.333,1668,302,31.2,9.31E+13,33966.29661,1.72E+16,3631812.351
0.73,14405,21196,14405,6146,185.436,186.209,14024.16988,37.205,1361,2549,278,3463,1638,290,30.4,8.58E+13,33266.29661,8.50E+15,1897493.811
0.71,14353,22675,9789,8559,201.928,194.698,14135.57708,25.449,1305,3357,323,2243,1638,300,35.2,1.04E+14,45820.14102,6.17E+16,13770005.17
0.77,14770,22858,12677,9001,204.111,198.314,14376.99422,28.979,1347,3359,308,2867,1674,304,30.95,1.09E+14,43313.38932,6.99E+15,1459488.855
0.75,15741,22903,13305,8844,199.019,193.754,13946.2474,32.542,1386,3360,321,3351,1650,296,32.1,1.99E+14,72955.55593,6.26E+15,1364327.891
0.89,14411,23193,16021,8545,203.942,189.006,13875.505,38,1341,3362,316,2521,1672,304,20.05,3.91E+14,158326.6747,5.53E+16,11607449.91
0.98,14925,25270,15229,9026,203.984,190.714,14517.86188,42.521,1335,3368,333,1897,1645,306,30,2.64E+14,108237.0785,1.11E+16,2453695.816
0.75,14488,20873,11714,7366,206.034,200.332,13747.54616,31.021,1352,2563,320,2518.5,1701,289,31.3,1.88E+14,74157.40968,6.02E+16,12002186.01
0.77,14029,21947,13306,8345,203.86,193.527,13788.81224,41.917,1342,3369,280,1966,1627,290,30.35,1.30E+13,5242.807458,1.38E+16,3132026.067
